enrollment_id,tanggal_daftar,student_id,course_id,instructor_id
E01322,28/02/2025,S225,C028,I029
E01323,09/03/2025,S338,C011,I008
E01324,Mar 24 2025,S126,C041,I007
E01325,2025-05-07,S122,C016,I022
E01326,Feb 21 2025,S307,C007,I002
E01327,2025-01-24,S411,C025,I038
E01328,Jan 11 2025,S477,C056,I034
E01329,03/06/2025,S024,C005,I025
E01330,04/03/2025,S009,C005,I015
E01331,2025-01-01,S488,C011,I022
E01332,Feb 06 2025,S369,C052,I034
E01333,May 02 2025,S050,C037,I035
E01334,2025-02-28,S099,C009,I025
E01335,Mar 28 2025,S206,C054,I021
E01335,28/03/2025,S297,C023,I018
E01336,2025-04-19,S056,C042,I037
E01337,May 18 2025,S237,C038,I003
E01338,2025-01-07,S014,C036,I003
E01339,26/01/2025,S495,C052,I016
E01340,2025-02-10,S292,C013,I009
E01341,Jan 04 2025,S315,C016,I036
E01342,23/06/2025,S449,C058,I017
E01343,May 28 2025,S357,C025,I030
E01344,Apr 17 2025,S320,C053,I009
E01345,2025-02-06,S492,C033,I009
E01346,15/01/2025,S406,C022,I015
E01347,20/05/2025,S283,C059,I024
E01348,2025-04-14,S103,C045,I030
E01349,Apr 20 2025,S059,C005,I009
E01350,26/06/2025,S171,C057,I025
E01351,01/03/2025,S078,C048,I009
E01352,2025-01-11,S015,C054,I032
E01353,2025-04-07,S485,C010,I008
E01354,Mar 27 2025,S202,C030,I036
E01355,Apr 06 2025,S315,C052,I033
E01355,06/04/2025,S455,C056,I033
E01356,2025-01-31,S071,C012,I005
E01357,24/05/2025,S459,C013,I012
E01358,02/02/2025,S335,C018,I019
E01359,2025-01-01,S004,C013,I012
E01360,Apr 19 2025,S167,C009,I006
E01361,2025-06-14,S171,C054,I027
E01362,Mar 28 2025,S029,C032,I001
E01363,2025-06-13,S312,C031,I007
E01364,2025-01-06,S298,C022,I035
E01365,11/04/2025,S410,C001,I023
E01366,Apr 17 2025,S480,C008,I005
E01367,06/04/2025,S170,C005,I016
E01368,May 06 2025,S242,C015,I018
E01369,2025-03-11,S236,C024,I001
E01370,2025-03-21,S265,C015,I027
E01371,16/03/2025,S361,C044,I029
E01372,Jun 14 2025,S020,C014,I010
E01373,Jun 20 2025,S092,C029,I019
E01374,14/01/2025,S120,C037,I016
E01375,2025-01-20,S398,C059,I005
E01376,Feb 23 2025,S208,C023,I006
E01377,2025-04-19,S344,C026,I010
E01378,2025-04-15,S088,C042,I027
E01379,2025-05-21,S101,C033,I035
E01380,Apr 19 2025,S299,C025,I019
E01381,18/02/2025,S287,C023,I017
E01382,Apr 14 2025,S049,C035,I029
E01383,2025-05-29,S296,C058,I011
E01384,29/06/2025,S151,C010,I013
E01385,05/04/2025,S297,C006,I032
E01386,07/04/2025,S304,C018,I027
E01387,Mar 24 2025,S274,C056,I035
E01388,2025-05-17,S143,C047,I021
E01389,May 26 2025,S450,C006,I002
E01390,2025-05-08,S268,C056,I001
E01391,07/06/2025,S206,C060,I037
E01392,27/04/2025,S475,C016,I033
E01393,2025-01-23,S345,C060,I033
E01394,02/02/2025,S302,C040,I017
E01395,2025-02-18,S074,C036,I018
E01396,Apr 29 2025,S341,C051,I020
E01397,May 29 2025,S332,C006,I033
E01398,05/02/2025,S380,C015,I039
E01399,May 08 2025,S091,C048,I003
E01400,2025-05-17,S113,C017,I032
E01401,2025-01-19,S181,C054,I002
E01402,06/02/2025,S293,C021,I021
E01403,2025-01-03,S196,C027,I024
E01404,Mar 23 2025,S492,C055,I008
E01405,11/06/2025,S147,C016,I032
E01406,21/03/2025,S437,C051,I027
E01407,2025-04-22,S004,C018,I011
E01408,13/06/2025,S283,C012,I037
E01409,01/02/2025,S077,C007,I030
E01410,20/05/2025,S142,C058,I002
E01411,01/05/2025,S159,C021,I001
E01412,Jan 15 2025,S068,C033,I016
E01413,12/05/2025,S260,C055,I023
E01414,2025-03-27,S075,C042,I004
E01415,May 26 2025,S269,C026,I006
E01416,14/04/2025,S403,C052,I005
E01417,Mar 23 2025,S285,C041,I034
E01418,Jun 21 2025,S194,C003,I022
E01419,2025-06-04,S316,C033,I036
E01420,30/01/2025,S462,C056,I032
E01421,2025-05-06,S312,C059,I017
E01422,Feb 22 2025,S321,C003,I015
E01423,2025-05-18,S163,C049,I014
E01424,2025-01-27,S340,C057,I022
E01425,Apr 09 2025,S273,C057,I038
E01426,2025-04-28,S208,C048,I039
E01427,28/02/2025,S291,C046,I039
E01428,2025-04-17,S062,C049,I023
E01429,2025-05-08,S335,C035,I039
E01430,2025-06-18,S020,C013,I039
E01431,2025-03-19,S396,C046,I040
E01432,2025-03-31,S307,C018,I027
E01433,2025-04-15,S065,C057,I031
E01434,2025-05-11,S122,C021,I022
E01435,15/01/2025,S113,C008,I033
E01436,2025-01-18,S168,C031,I015
E01437,2025-06-02,S102,C054,I028
E01438,Jun 16 2025,S434,C044,I007
E01439,2025-02-04,S089,C007,I009
E01440,Jun 20 2025,S492,C027,I020
E01441,2025-05-16,S093,C020,I011
E01442,Apr 14 2025,S260,C042,I027
E01443,27/05/2025,S130,C013,I024
E01444,02/05/2025,S034,C026,I029
E01445,Mar 27 2025,S339,C058,I007
E01446,Mar 15 2025,S440,C026,I018
E01447,Jan 10 2025,S474,C055,I029
E01447,Jan 10 2025,S215,C032,I004
E01448,2025-06-24,S323,C036,I039
E01449,24/05/2025,S241,C054,I027
E01450,Apr 24 2025,S438,C004,I030
E01451,28/05/2025,S098,C005,I029
E01452,2025-02-26,S254,C043,I001
E01453,2025-06-14,S136,C022,I022
E01454,21/05/2025,S228,C050,I015
E01455,2025-04-10,S271,C008,I037
E01456,27/01/2025,S111,C029,I029
E01457,24/03/2025,S228,C028,I005
E01458,11/05/2025,S388,C026,I034
E01459,2025-03-06,S465,C054,I008
E01460,13/06/2025,S298,C023,I006
E01461,20/01/2025,S380,C029,I012
E01462,May 24 2025,S361,C030,I031
E01463,Mar 08 2025,S356,C050,I023
E01464,2025-03-24,S202,C050,I029
E01465,13/05/2025,S454,C010,I012
E01466,2025-02-11,S327,C045,I014
E01467,2025-05-29,S342,C043,I029
E01468,26/01/2025,S493,C005,I012
E01469,2025-03-11,S151,C006,I030
E01470,2025-05-04,S191,C011,I004
E01471,29/05/2025,S275,C023,I015
E01472,Mar 18 2025,S157,C002,I040
E01473,25/04/2025,S380,C050,I022
E01474,05/04/2025,S455,C007,I030
E01475,2025-04-04,S418,C048,I025
E01476,2025-02-04,S246,C032,I023
E01477,Jun 25 2025,S087,C033,I019
E01478,Jan 17 2025,S062,C017,I025
E01479,Jan 02 2025,S489,C009,I001
E01480,2025-04-29,S412,C025,I012
E01481,04/04/2025,S132,C016,I029
E01482,Feb 09 2025,S473,C012,I025
E01483,2025-06-10,S006,C046,I012
E01484,18/06/2025,S418,C001,I020
E01485,Feb 28 2025,S166,C044,I007
E01486,2025-01-31,S386,C012,I032
E01487,2025-01-10,S218,C053,I008
E01488,2025-05-28,S444,C060,I017
E01489,21/03/2025,S209,C025,I019
E01490,Mar 17 2025,S302,C042,I026
E01491,2025-05-18,S338,C041,I015
E01492,2025-05-20,S188,C018,I025
E01493,2025-06-07,S498,C060,I014
E01494,04/06/2025,S360,C005,I021
E01495,29/06/2025,S001,C037,I025
E01496,Mar 24 2025,S403,C057,I037
E01497,31/05/2025,S326,C015,I028
E01498,2025-06-27,S091,C044,I022
E01499,03/06/2025,S044,C006,I019
E01500,02/06/2025,S048,C012,I002
E01501,Apr 26 2025,S498,C021,I036
E01502,2025-02-12,S084,C017,I038
E01503,2025-02-23,S172,C013,I039
E01504,Feb 14 2025,S164,C034,I033
E01505,2025-02-26,S307,C019,I009
E01506,May 22 2025,S217,C055,I006
E01507,27/03/2025,S222,C022,I032
E01508,Jun 15 2025,S460,C023,I025
E01508,15/06/2025,S323,C023,I039
E01509,13/01/2025,S148,C046,I039
E01509,Jan 13 2025,S314,C007,I038
E01510,25/04/2025,S308,C060,I005
E01510,2025-04-25,S342,C049,I026
E01511,Jun 21 2025,S334,C058,I004
E01512,2025-01-15,S287,C024,I012
E01513,2025-05-11,S021,C059,I008
E01514,May 02 2025,S035,C037,I021
E01515,Jan 09 2025,S477,C036,I010
E01516,2025-03-29,S284,C057,I001
E01517,2025-04-02,S414,C026,I001
E01518,19/05/2025,S409,C012,I038
E01519,Jan 24 2025,S470,C060,I006
E01520,May 06 2025,S382,C008,I033
E01521,2025-03-17,S035,C007,I028
E01522,05/06/2025,S094,C021,I031
E01523,2025-05-20,S233,C054,I012
E01524,May 24 2025,S354,C017,I030
E01525,2025-05-17,S456,C027,I031
E01526,2025-04-22,S128,C014,I012
E01527,2025-02-08,S100,C041,I006
E01528,2025-02-11,S494,C049,I033
E01529,2025-01-08,S308,C026,I034
E01530,25/06/2025,S263,C059,I032
E01531,Jun 11 2025,S463,C001,I008
E01532,2025-05-06,S156,C038,I011
E01533,12/02/2025,S130,C044,I007
E01534,2025-01-28,S345,C021,I034
E01535,20/06/2025,S464,C049,I035
E01536,2025-02-28,S062,C060,I009
E01537,2025-04-09,S272,C042,I028
E01538,Jan 03 2025,S111,C025,I017
E01539,2025-03-04,S350,C045,I021
E01540,25/01/2025,S201,C046,I006
E01541,Apr 21 2025,S301,C042,I018
E01542,04/05/2025,S128,C029,I035
E01543,Mar 24 2025,S194,C025,I036
E01544,19/02/2025,S016,C027,I026
E01545,2025-02-22,S407,C020,I038
E01546,2025-04-20,S289,C028,I027
E01547,01/05/2025,S197,C057,I036
E01548,Jun 23 2025,S417,C014,I032
E01549,2025-04-26,S180,C001,I005
E01550,2025-01-13,S142,C021,I037
E01551,10/03/2025,S153,C055,I020
E01552,18/03/2025,S366,C059,I036
E01553,Mar 22 2025,S082,C031,I021
E01554,24/02/2025,S003,C031,I034
E01555,Mar 28 2025,S170,C009,I040
E01556,2025-06-05,S454,C021,I020
E01557,Mar 09 2025,S359,C055,I004
E01558,Apr 27 2025,S082,C009,I018
E01559,Feb 28 2025,S195,C032,I001
E01560,2025-06-17,S311,C043,I022
E01561,30/04/2025,S065,C053,I039
E01562,Jan 10 2025,S342,C006,I029
E01563,Jun 14 2025,S426,C056,I025
E01564,2025-06-16,S143,C057,I004
E01565,10/05/2025,S287,C042,I017
E01566,20/02/2025,S144,C054,I006
E01567,Feb 03 2025,S410,C046,I013
E01568,14/05/2025,S362,C048,I005
E01569,Jan 29 2025,S309,C026,I018
E01570,2025-04-29,S212,C016,I004
E01571,25/01/2025,S331,C042,I033
E01572,Apr 19 2025,S252,C049,I015
E01573,2025-02-22,S477,C049,I033
E01574,30/04/2025,S043,C028,I002
E01575,02/01/2025,S229,C029,I020
E01576,May 24 2025,S468,C023,I007
E01576,2025-05-24,S267,C009,I025
E01577,01/01/2025,S378,C034,I012
E01578,2025-05-11,S366,C045,I002
E01579,Apr 23 2025,S021,C040,I030
E01580,Mar 16 2025,S426,C023,I022
E01581,Jun 28 2025,S153,C007,I018
E01582,2025-04-18,S410,C022,I023
E01583,Mar 25 2025,S188,C050,I005
E01584,06/06/2025,S337,C047,I039
E01585,01/01/2025,S314,C023,I012
E01586,2025-03-09,S326,C019,I037
E01587,2025-06-29,S323,C043,I028
E01588,08/04/2025,S305,C046,I007
E01589,Feb 28 2025,S420,C023,I002
E01590,2025-05-31,S170,C044,I025
E01591,27/03/2025,S086,C023,I024
E01592,Mar 16 2025,S122,C009,I020
E01593,29/05/2025,S233,C048,I009
E01594,18/02/2025,S248,C011,I002
E01595,Feb 05 2025,S427,C058,I004
E01596,2025-01-10,S480,C046,I030
E01597,May 19 2025,S216,C034,I034
E01598,2025-02-04,S044,C029,I016
E01599,May 06 2025,S352,C005,I002
E01600,29/04/2025,S440,C050,I032
E01601,2025-06-25,S126,C036,I021
E01602,Feb 12 2025,S349,C028,I019
E01603,2025-05-01,S261,C038,I023
E01604,20/03/2025,S258,C058,I005
E01605,25/02/2025,S081,C038,I005
E01606,Apr 09 2025,S461,C022,I018
E01607,2025-01-31,S442,C008,I024
E01608,Jan 01 2025,S490,C051,I037
E01609,Jan 26 2025,S413,C059,I027
E01610,2025-01-06,S480,C038,I031
E01611,Feb 27 2025,S303,C021,I035
E01612,2025-06-14,S075,C022,I036
E01613,2025-01-31,S353,C026,I022
E01614,May 24 2025,S101,C051,I038
E01615,May 01 2025,S302,C038,I013
E01616,30/03/2025,S133,C012,I013
E01617,16/04/2025,S390,C027,I038
E01618,2025-04-12,S492,C043,I024
E01619,17/01/2025,S228,C015,I007
E01620,2025-01-17,S165,C021,I021
E01621,Feb 06 2025,S289,C042,I006
E01622,Apr 01 2025,S437,C031,I035
E01623,2025-02-19,S193,C054,I013
E01624,2025-01-14,S391,C034,I036
E01625,Jun 22 2025,S084,C024,I003
E01626,Apr 19 2025,S326,C039,I014
E01627,14/02/2025,S500,C029,I013
E01628,18/04/2025,S388,C047,I011
E01629,May 02 2025,S272,C044,I006
E01630,2025-03-29,S465,C053,I021
E01631,06/05/2025,S226,C048,I007
E01632,Mar 13 2025,S163,C007,I013
E01633,Jun 09 2025,S373,C032,I030
E01634,2025-06-18,S134,C036,I010
E01635,Jun 29 2025,S490,C044,I011
E01636,2025-04-24,S017,C028,I019
E01637,26/01/2025,S063,C058,I001
E01638,2025-04-03,S289,C037,I038
E01639,13/04/2025,S068,C018,I014
E01640,15/01/2025,S449,C051,I003
E01641,08/02/2025,S283,C035,I039
E01642,01/04/2025,S236,C011,I030
E01643,Apr 07 2025,S023,C011,I037
E01644,08/01/2025,S473,C048,I006
E01645,04/06/2025,S227,C044,I028
E01646,2025-04-24,S421,C020,I023
E01647,Mar 07 2025,S122,C042,I012
E01648,Mar 30 2025,S208,C037,I039
E01649,2025-04-14,S329,C019,I014
E01649,2025-04-14,S430,C002,I033
E01650,12/01/2025,S009,C054,I013
E01651,19/01/2025,S452,C012,I035
E01652,Apr 29 2025,S399,C011,I020
E01653,03/04/2025,S412,C016,I011
E01654,Jan 18 2025,S250,C037,I035
E01655,Mar 04 2025,S105,C052,I032
E01656,10/01/2025,S162,C022,I001
E01657,Mar 23 2025,S399,C039,I036
E01658,2025-03-21,S281,C020,I030
E01659,Mar 19 2025,S184,C054,I004
E01660,Jan 05 2025,S028,C016,I032
E01661,17/02/2025,S362,C031,I034
E01662,2025-03-24,S106,C046,I020
E01663,May 01 2025,S117,C025,I024
E01664,04/01/2025,S337,C009,I030
E01665,Jan 10 2025,S455,C026,I031
E01666,Apr 24 2025,S453,C028,I032
E01667,Mar 20 2025,S117,C022,I024
E01668,Jun 19 2025,S077,C017,I025
E01669,2025-05-04,S454,C053,I027
E01670,19/06/2025,S373,C043,I014
E01671,Mar 09 2025,S195,C015,I018
E01672,Feb 14 2025,S056,C051,I010
E01673,Mar 22 2025,S362,C021,I028
E01674,08/03/2025,S370,C011,I007
E01675,Jun 10 2025,S352,C025,I020
E01676,2025-04-23,S387,C013,I005
E01677,2025-02-02,S243,C005,I034
E01678,2025-03-15,S027,C038,I039
E01679,Jun 27 2025,S290,C058,I024
E01680,Jun 27 2025,S334,C048,I016
E01681,2025-03-11,S220,C047,I034
E01682,02/06/2025,S384,C008,I012
E01683,01/05/2025,S139,C021,I034
E01684,Apr 30 2025,S070,C006,I023
E01685,21/05/2025,S021,C006,I022
E01686,2025-02-08,S090,C006,I025
E01687,24/06/2025,S225,C016,I005
E01688,20/02/2025,S294,C009,I040
E01689,Jun 03 2025,S058,C024,I012
E01690,Jun 26 2025,S004,C029,I017
E01691,11/04/2025,S015,C036,I032
E01692,Apr 20 2025,S339,C040,I021
E01693,Mar 26 2025,S348,C049,I031
E01694,05/03/2025,S465,C055,I006
E01695,Jun 15 2025,S291,C012,I016
E01696,2025-06-02,S053,C045,I032
E01697,21/03/2025,S011,C017,I015
E01698,May 11 2025,S309,C053,I028
E01699,10/04/2025,S161,C022,I007
E01700,25/04/2025,S066,C032,I022
E01701,04/06/2025,S187,C032,I031
E01702,Apr 14 2025,S463,C013,I008
E01703,31/03/2025,S132,C001,I012
E01704,2025-03-16,S193,C020,I038
E01705,10/04/2025,S369,C024,I021
E01706,Mar 08 2025,S029,C007,I028
E01707,09/02/2025,S040,C058,I010
E01708,2025-05-16,S273,C024,I022
E01709,25/03/2025,S134,C035,I003
E01710,2025-06-12,S262,C048,I009
E01711,2025-04-14,S047,C059,I030
E01712,2025-03-12,S094,C006,I026
E01713,2025-03-21,S178,C059,I021
E01714,23/04/2025,S262,C035,I035
E01715,Jun 26 2025,S483,C011,I001
E01716,2025-01-24,S447,C055,I023
E01717,2025-05-10,S221,C049,I037
E01718,2025-01-03,S498,C042,I036
E01719,2025-03-13,S372,C058,I025
E01720,2025-05-30,S494,C008,I017
E01721,2025-04-09,S170,C008,I009
E01722,23/06/2025,S040,C030,I015
E01723,Apr 01 2025,S432,C009,I012
E01724,01/06/2025,S072,C046,I028
E01725,2025-01-09,S175,C055,I033
E01726,Jun 29 2025,S382,C040,I029
E01727,2025-04-25,S299,C002,I011
E01728,2025-03-23,S171,C044,I007
E01729,24/06/2025,S018,C041,I007
E01730,25/03/2025,S471,C038,I033
E01731,Jun 22 2025,S066,C056,I019
E01732,09/05/2025,S065,C016,I031
E01733,09/04/2025,S277,C004,I040
E01734,Jan 14 2025,S157,C008,I009
E01735,Feb 21 2025,S454,C019,I013
E01736,2025-01-27,S049,C001,I006
E01737,Apr 17 2025,S065,C017,I003
E01738,2025-01-23,S374,C058,I004
E01739,May 12 2025,S423,C040,I028
E01740,19/05/2025,S026,C023,I019
E01741,Feb 14 2025,S287,C017,I010
E01742,18/06/2025,S051,C028,I031
E01743,2025-03-23,S066,C002,I024
E01744,2025-03-14,S166,C043,I012
E01745,2025-03-09,S325,C056,I033
E01746,2025-02-12,S229,C034,I004
E01747,11/02/2025,S271,C010,I014
E01748,Jun 18 2025,S015,C020,I022
E01749,07/05/2025,S216,C058,I028
E01750,19/03/2025,S346,C002,I040
E01751,04/05/2025,S085,C001,I039
E01752,31/03/2025,S421,C002,I023
E01753,23/06/2025,S385,C017,I004
E01754,Feb 24 2025,S315,C053,I009
E01755,2025-05-16,S079,C043,I018
E01756,2025-03-14,S333,C038,I016
E01757,07/04/2025,S194,C047,I034
E01758,May 14 2025,S149,C009,I021
E01759,2025-03-03,S090,C011,I025
E01760,2025-05-11,S091,C037,I031
E01761,May 13 2025,S425,C025,I006
E01762,12/04/2025,S333,C026,I019
E01763,Jun 15 2025,S467,C060,I003
E01764,2025-02-18,S172,C041,I038
E01765,2025-01-04,S030,C033,I009
E01766,2025-06-15,S147,C028,I025
E01767,Jun 03 2025,S304,C048,I014
E01768,14/03/2025,S110,C031,I027
E01769,Apr 16 2025,S099,C013,I022
E01770,Apr 23 2025,S256,C034,I008
E01770,23/04/2025,S411,C040,I033
E01771,09/03/2025,S136,C014,I008
E01772,Jun 16 2025,S062,C040,I029
E01772,16/06/2025,S467,C021,I008
E01773,31/01/2025,S440,C011,I009
E01774,2025-03-27,S369,C044,I022
E01775,Feb 19 2025,S395,C006,I037
E01776,2025-01-27,S300,C005,I017
E01777,2025-04-25,S247,C022,I033
E01778,01/03/2025,S268,C019,I033
E01779,2025-04-16,S243,C014,I030
E01780,03/05/2025,S450,C020,I021
E01781,Jun 26 2025,S211,C055,I014
E01782,16/01/2025,S066,C054,I026
E01783,2025-05-22,S002,C044,I003
E01784,Jun 09 2025,S325,C010,I026
E01785,May 01 2025,S328,C006,I038
E01786,Apr 22 2025,S288,C007,I011
E01787,May 02 2025,S156,C025,I018
E01788,14/04/2025,S074,C045,I029
E01789,2025-03-01,S053,C006,I010
E01790,2025-03-28,S245,C054,I021
E01791,Apr 14 2025,S231,C051,I029
E01792,May 22 2025,S219,C023,I034
E01793,2025-06-12,S039,C051,I002
E01794,14/05/2025,S346,C012,I006
E01795,Mar 11 2025,S168,C037,I037
E01796,May 12 2025,S263,C010,I035
E01797,16/01/2025,S334,C059,I029
E01798,10/04/2025,S200,C031,I037
E01799,2025-02-16,S366,C022,I004
E01800,2025-02-11,S016,C032,I015
E01801,31/03/2025,S154,C038,I008
E01802,Mar 04 2025,S292,C018,I039
E01803,02/05/2025,S017,C055,I021
E01804,Feb 27 2025,S092,C019,I007
E01805,2025-03-26,S431,C023,I007
E01806,Jan 14 2025,S386,C008,I038
E01807,26/02/2025,S371,C024,I019
E01808,Feb 01 2025,S459,C006,I004
E01809,28/02/2025,S030,C002,I040
E01810,12/03/2025,S127,C058,I039
E01811,2025-03-23,S191,C058,I029
E01812,27/03/2025,S061,C046,I002
E01813,2025-01-22,S173,C048,I032
E01814,24/02/2025,S294,C016,I015
E01815,2025-06-04,S276,C008,I040
E01816,27/01/2025,S142,C050,I040
E01817,2025-04-28,S368,C001,I029
E01818,2025-03-11,S259,C044,I032
E01819,2025-04-29,S438,C050,I030
E01820,Feb 05 2025,S073,C055,I035
E01821,16/06/2025,S102,C038,I023
E01822,19/01/2025,S402,C005,I039
E01823,07/02/2025,S083,C020,I012
E01824,2025-04-08,S017,C020,I008
E01825,14/02/2025,S043,C003,I003
E01826,Apr 04 2025,S025,C056,I009
E01827,09/02/2025,S477,C050,I029
E01828,11/04/2025,S062,C034,I034
E01829,2025-06-18,S308,C008,I024
E01830,2025-04-18,S265,C035,I014
E01831,2025-03-22,S227,C048,I034
E01832,Feb 18 2025,S302,C009,I019
E01833,01/03/2025,S376,C022,I022
E01834,29/04/2025,S230,C047,I038
E01835,2025-02-23,S360,C051,I012
E01836,2025-04-27,S063,C043,I018
E01837,15/04/2025,S159,C011,I018
E01838,13/04/2025,S254,C033,I030
E01839,Feb 27 2025,S240,C018,I026
E01840,2025-03-25,S412,C014,I026
E01841,2025-02-27,S072,C009,I011
E01842,Mar 25 2025,S243,C015,I011
E01843,May 01 2025,S195,C011,I008
E01844,2025-01-15,S164,C039,I030
E01845,28/01/2025,S010,C024,I035
E01846,2025-05-30,S348,C039,I002
E01847,Mar 25 2025,S120,C039,I006
E01848,2025-02-15,S202,C030,I020
E01849,03/02/2025,S053,C047,I025
E01850,Jun 09 2025,S042,C015,I035
E01851,Mar 09 2025,S215,C057,I037
E01852,2025-06-09,S398,C007,I007
E01853,Mar 10 2025,S077,C038,I037
E01854,21/04/2025,S395,C012,I036
E01855,16/04/2025,S106,C010,I024
E01856,24/03/2025,S429,C020,I024
E01856,24/03/2025,S330,C026,I030
E01857,2025-01-31,S307,C009,I003
E01858,04/04/2025,S057,C056,I007
E01859,Feb 11 2025,S145,C052,I014
E01860,30/01/2025,S137,C019,I031
E01861,2025-05-12,S492,C041,I040
E01862,2025-04-21,S265,C032,I030
E01863,May 23 2025,S299,C024,I029
E01864,10/03/2025,S276,C028,I026
E01865,Mar 04 2025,S107,C006,I006
E01866,Jun 29 2025,S345,C035,I019
E01867,31/03/2025,S451,C051,I038
E01868,2025-02-12,S069,C041,I039
E01869,Mar 31 2025,S174,C036,I002
E01870,2025-04-18,S465,C025,I035
E01871,2025-05-14,S455,C026,I038
E01872,May 15 2025,S261,C009,I030
E01873,2025-04-13,S454,C026,I030
E01874,Feb 05 2025,S468,C019,I040
E01875,10/02/2025,S145,C030,I034
E01876,2025-02-03,S405,C028,I033
E01877,2025-05-25,S369,C017,I024
E01878,27/02/2025,S062,C007,I033
E01879,2025-01-05,S201,C025,I027
E01880,20/02/2025,S328,C048,I004
E01881,29/03/2025,S071,C011,I026
E01882,09/04/2025,S089,C060,I026
E01883,Jan 07 2025,S115,C049,I032
E01884,Apr 01 2025,S095,C024,I037
E01885,Mar 20 2025,S094,C046,I015
E01886,Jun 19 2025,S060,C054,I039
E01887,2025-01-08,S164,C049,I035
E01888,14/03/2025,S317,C001,I023
E01889,02/03/2025,S018,C035,I025
E01890,May 05 2025,S070,C050,I027
E01891,Jan 03 2025,S255,C008,I020
E01892,2025-02-10,S467,C023,I034
E01893,Jun 23 2025,S044,C059,I022
E01894,16/04/2025,S330,C022,I038
E01895,Jan 26 2025,S478,C018,I026
E01896,May 02 2025,S179,C049,I029
E01897,2025-02-27,S008,C030,I036
E01898,2025-04-05,S161,C031,I011
E01899,Mar 23 2025,S004,C023,I036
E01900,2025-04-05,S366,C034,I019
E01901,May 13 2025,S365,C032,I004
E01902,May 14 2025,S446,C006,I034
E01903,07/06/2025,S108,C028,I007
E01904,Feb 25 2025,S385,C009,I009
E01905,May 10 2025,S214,C016,I002
E01906,30/06/2025,S020,C058,I037
E01907,2025-06-20,S280,C031,I011
E01908,2025-05-19,S140,C021,I031
E01909,07/06/2025,S099,C010,I036
E01910,29/05/2025,S352,C023,I030
E01911,May 11 2025,S178,C030,I001
E01912,2025-05-13,S154,C027,I036
E01913,15/04/2025,S478,C044,I029
E01914,Apr 20 2025,S467,C041,I004
E01915,2025-06-28,S386,C031,I039
E01916,02/02/2025,S120,C053,I005
E01917,2025-01-22,S189,C041,I002
E01918,Feb 04 2025,S410,C043,I017
E01919,Jan 14 2025,S189,C058,I011
E01920,2025-05-10,S186,C024,I040
E01921,2025-03-25,S418,C043,I019
E01922,Jan 10 2025,S341,C034,I016
E01923,2025-01-01,S056,C049,I024
E01923,2025-01-01,S267,C016,I040
E01924,Apr 05 2025,S288,C027,I028
E01925,2025-05-11,S086,C051,I019
E01926,2025-04-07,S328,C048,I031
E01927,2025-03-29,S213,C023,I013
E01927,Mar 29 2025,S209,C049,I035
E01928,2025-03-02,S348,C020,I008
E01929,10/05/2025,S043,C054,I016
E01930,Jun 18 2025,S023,C023,I020
E01931,2025-05-19,S484,C021,I013
E01932,2025-02-05,S090,C028,I036
E01933,2025-03-23,S234,C045,I036
E01934,2025-02-25,S373,C042,I012
E01935,2025-06-19,S235,C024,I030
E01936,2025-02-08,S019,C060,I035
E01937,2025-02-11,S137,C053,I038
E01938,Mar 19 2025,S436,C038,I003
E01939,May 26 2025,S470,C041,I017
E01940,May 22 2025,S449,C023,I011
E01940,May 22 2025,S493,C009,I016
E01941,2025-04-04,S268,C029,I023
E01942,Jan 16 2025,S218,C029,I040
E01943,19/01/2025,S093,C001,I031
E01944,Apr 08 2025,S307,C048,I039
E01944,Apr 08 2025,S484,C007,I029
E01945,2025-06-29,S078,C036,I014
E01946,17/03/2025,S043,C059,I021
E01947,28/06/2025,S103,C058,I016
E01948,2025-06-16,S494,C037,I016
E01949,2025-05-30,S355,C013,I025
E01950,2025-01-01,S312,C001,I023
E01951,Apr 13 2025,S386,C055,I005
E01952,2025-06-11,S309,C045,I017
E01953,2025-01-27,S359,C058,I006
E01954,2025-05-31,S470,C044,I036
E01955,09/02/2025,S110,C039,I021
E01956,04/05/2025,S325,C027,I012
E01957,Jan 16 2025,S105,C024,I019
E01958,Jun 05 2025,S492,C037,I003
E01959,Mar 07 2025,S308,C011,I019
E01960,Jun 21 2025,S195,C020,I037
E01961,2025-03-07,S100,C033,I028
E01962,2025-03-12,S450,C052,I035
E01963,01/05/2025,S108,C025,I018
E01964,Feb 02 2025,S429,C060,I006
E01965,2025-04-27,S473,C017,I038
E01966,Apr 30 2025,S360,C010,I006
E01967,23/05/2025,S440,C012,I009
E01968,2025-05-28,S085,C053,I028
E01969,16/03/2025,S443,C037,I034
E01970,Mar 27 2025,S156,C056,I017
E01971,May 02 2025,S365,C053,I002
E01972,2025-02-03,S234,C052,I016
E01973,18/05/2025,S304,C023,I040
E01974,2025-02-15,S087,C047,I006
E01975,2025-06-28,S155,C016,I014
E01976,07/06/2025,S269,C058,I023
E01977,2025-06-25,S331,C017,I034
E01978,Jun 30 2025,S056,C056,I024
E01979,2025-03-26,S434,C027,I015
E01980,Apr 20 2025,S356,C039,I005
E01981,13/02/2025,S194,C060,I033
E01982,Jan 27 2025,S468,C019,I007
E01983,17/01/2025,S089,C009,I017
E01984,Jan 16 2025,S154,C059,I039
E01985,2025-06-23,S079,C011,I031
E01986,26/02/2025,S432,C031,I021
