"activity_id","enrollment_id","jenis_aktivitas","nilai","durasi_menit","tanggal_rapih","student_id","course_id","instructor_id"
"A007064","E02459","DISCUSSION","54","58","2025-02-09 00:00:00","S105","C028","I027"
"A000402","E02461","ASSIGNMENT","81","80","2025-03-04 00:00:00","S358","C021","I027"
"A002024","E02461","QUIZ","71","225","2025-03-04 00:00:00","S358","C021","I027"
"A004891","E02461","EXAM","54","116","2025-03-04 00:00:00","S358","C021","I027"
"A005898","E02461","QUIZ","45","50","2025-03-04 00:00:00","S358","C021","I027"
"A006151","E02461","VIDEO WATCH","86","122","2025-03-04 00:00:00","S358","C021","I027"
"A006241","E02462","EXAM","98","43","2025-05-08 00:00:00","S201","C029","I004"
"A000438","E02463","QUIZ","45","136","2025-04-03 00:00:00","S317","C014","I028"
"A000714","E02463","QUIZ","48","147","2025-04-03 00:00:00","S317","C014","I028"
"A002671","E02463","EXAM","70","218","2025-04-03 00:00:00","S317","C014","I028"
"A005507","E02463","DISCUSSION","58","66","2025-04-03 00:00:00","S317","C014","I028"
"A006457","E02463","QUIZ","95","148","2025-04-03 00:00:00","S317","C014","I028"
"A000641","E02464","ASSIGNMENT","57","206","2025-04-01 00:00:00","S123","C021","I024"
"A001413","E02464","EXAM","96","157","2025-04-01 00:00:00","S123","C021","I024"
"A002667","E02464","QUIZ","40","235","2025-04-01 00:00:00","S123","C021","I024"
"A005040","E02464","QUIZ","45","69","2025-04-01 00:00:00","S123","C021","I024"
"A005883","E02465","QUIZ","50","70","2025-01-01 00:00:00","S294","C053","I016"
"A001963","E02466","VIDEO WATCH","78","111","2025-05-04 00:00:00","S055","C043","I004"
"A000935","E02467","QUIZ","42","194","2025-02-08 00:00:00","S120","C050","I014"
"A002291","E02467","QUIZ","84","235","2025-02-08 00:00:00","S120","C050","I014"
"A008010","E02467","QUIZ","40","127","2025-02-08 00:00:00","S120","C050","I014"
"A002298","E02468","QUIZ","40","45","2025-01-18 00:00:00","S022","C043","I029"
"A005206","E02468","ASSIGNMENT","98","121","2025-01-18 00:00:00","S022","C043","I029"
"A008972","E02468","VIDEO WATCH","47","163","2025-01-18 00:00:00","S022","C043","I029"
"A001358","E02469","QUIZ","40","92","2025-02-08 00:00:00","S165","C031","I025"
"A005368","E02469","ASSIGNMENT","91","40","2025-02-08 00:00:00","S165","C031","I025"
"A007783","E02469","EXAM","55","148","2025-02-08 00:00:00","S165","C031","I025"
"A001748","E02470","ASSIGNMENT","49","212","2025-02-27 00:00:00","S481","C017","I005"
"A001976","E02470","VIDEO WATCH","56","108","2025-02-27 00:00:00","S481","C017","I005"
"A003692","E02470","QUIZ","79","144","2025-02-27 00:00:00","S481","C017","I005"
"A002089","E02471","ASSIGNMENT","87","30","2025-05-03 00:00:00","S063","C030","I011"
"A002529","E02471","QUIZ","79","163","2025-05-03 00:00:00","S063","C030","I011"
"A002045","E02472","EXAM","54","134","2025-03-23 00:00:00","S409","C048","I033"
"A004681","E02472","QUIZ","44","143","2025-03-23 00:00:00","S409","C048","I033"
"A006393","E02472","ASSIGNMENT","49","31","2025-03-23 00:00:00","S409","C048","I033"
"A006572","E02472","ASSIGNMENT","47","71","2025-03-23 00:00:00","S409","C048","I033"
"A004032","E02473","DISCUSSION","54","124","2025-04-23 00:00:00","S335","C035","I011"
"A004319","E02473","ASSIGNMENT","79","118","2025-04-23 00:00:00","S335","C035","I011"
"A007425","E02473","EXAM","68","192","2025-04-23 00:00:00","S335","C035","I011"
"A000759","E02474","EXAM","75","150","2025-05-19 00:00:00","S149","C038","I028"
"A002055","E02474","ASSIGNMENT","50","201","2025-05-19 00:00:00","S149","C038","I028"
"A003639","E02474","ASSIGNMENT","57","208","2025-05-19 00:00:00","S149","C038","I028"
"A008619","E02474","VIDEO WATCH","68","14","2025-05-19 00:00:00","S149","C038","I028"
"A005280","E02475","ASSIGNMENT","86","5","2025-04-04 00:00:00","S072","C056","I033"
"A008568","E02475","ASSIGNMENT","81","127","2025-04-04 00:00:00","S072","C056","I033"
"A004887","E02476","QUIZ","50","29","2025-04-25 00:00:00","S049","C014","I022"
"A005959","E02476","QUIZ","77","185","2025-04-25 00:00:00","S049","C014","I022"
"A008931","E02477","QUIZ","66","143","2025-02-26 00:00:00","S459","C053","I026"
"A002694","E02478","VIDEO WATCH","51","183","2025-04-14 00:00:00","S147","C018","I027"
"A006743","E02478","ASSIGNMENT","67","142","2025-04-14 00:00:00","S147","C018","I027"
"A002903","E02479","DISCUSSION","81","9","2025-01-26 00:00:00","S189","C013","I015"
"A004272","E02479","QUIZ","52","226","2025-01-26 00:00:00","S189","C013","I015"
"A004274","E02479","EXAM","86","74","2025-01-26 00:00:00","S189","C013","I015"
"A005649","E02479","VIDEO WATCH","42","43","2025-01-26 00:00:00","S189","C013","I015"
"A000493","E02480","QUIZ","94","47","2025-06-17 00:00:00","S101","C057","I009"
"A000527","E02480","EXAM","70","108","2025-06-17 00:00:00","S101","C057","I009"
"A001195","E02480","EXAM","98","182","2025-06-17 00:00:00","S101","C057","I009"
"A002544","E02481","QUIZ","66","96","2025-03-27 00:00:00","S485","C016","I016"
"A003265","E02481","DISCUSSION","74","192","2025-03-27 00:00:00","S485","C016","I016"
"A002594","E02482","ASSIGNMENT","91","160","2025-06-16 00:00:00","S418","C030","I030"
"A002941","E02482","QUIZ","53","205","2025-06-16 00:00:00","S418","C030","I030"
"A003001","E02482","QUIZ","80","230","2025-06-16 00:00:00","S418","C030","I030"
"A004302","E02482","VIDEO WATCH","65","196","2025-06-16 00:00:00","S418","C030","I030"
"A005245","E02482","EXAM","94","154","2025-06-16 00:00:00","S418","C030","I030"
"A007201","E02482","DISCUSSION","88","129","2025-06-16 00:00:00","S418","C030","I030"
"A008391","E02482","ASSIGNMENT","42","67","2025-06-16 00:00:00","S418","C030","I030"
"A003567","E02483","QUIZ","99","60","2025-04-01 00:00:00","S156","C017","I009"
"A005598","E02483","EXAM","64","104","2025-04-01 00:00:00","S156","C017","I009"
"A008416","E02483","QUIZ","53","62","2025-04-01 00:00:00","S156","C017","I009"
"A008531","E02483","QUIZ","55","179","2025-04-01 00:00:00","S156","C017","I009"
"A004997","E02484","QUIZ","99","206","2025-06-05 00:00:00","S321","C014","I031"
"A000245","E02485","QUIZ","98","27","2025-01-02 00:00:00","S253","C032","I020"
"A001051","E02485","ASSIGNMENT","59","48","2025-01-02 00:00:00","S253","C032","I020"
"A008652","E02485","EXAM","90","149","2025-01-02 00:00:00","S253","C032","I020"
"A004067","E02486","QUIZ","60","116","2025-01-31 00:00:00","S282","C043","I040"
"A004590","E02486","EXAM","70","235","2025-01-31 00:00:00","S282","C043","I040"
"A006631","E02486","VIDEO WATCH","60","139","2025-01-31 00:00:00","S282","C043","I040"
"A004989","E02487","QUIZ","81","136","2025-01-23 00:00:00","S176","C052","I021"
"A006057","E02487","QUIZ","41","49","2025-01-23 00:00:00","S176","C052","I021"
"A007595","E02487","ASSIGNMENT","52","43","2025-01-23 00:00:00","S176","C052","I021"
"A000430","E02488","EXAM","70","184","2025-04-07 00:00:00","S111","C053","I014"
"A000938","E02488","DISCUSSION","77","173","2025-04-07 00:00:00","S111","C053","I014"
"A001908","E02488","VIDEO WATCH","94","152","2025-04-07 00:00:00","S111","C053","I014"
"A007338","E02488","DISCUSSION","65","138","2025-04-07 00:00:00","S111","C053","I014"
"A002183","E02489","QUIZ","78","203","2025-02-04 00:00:00","S126","C024","I035"
"A006092","E02489","ASSIGNMENT","85","18","2025-02-04 00:00:00","S126","C024","I035"
"A007351","E02490","QUIZ","41","120","2025-02-08 00:00:00","S265","C057","I001"
"A002635","E02492","DISCUSSION","96","86","2025-01-09 00:00:00","S465","C009","I036"
"A006341","E02492","QUIZ","67","87","2025-01-09 00:00:00","S465","C009","I036"
"A006561","E02492","QUIZ","63","145","2025-01-09 00:00:00","S465","C009","I036"
"A007791","E02492","QUIZ","61","72","2025-01-09 00:00:00","S465","C009","I036"
"A005721","E02494","DISCUSSION","87","221","2025-01-06 00:00:00","S129","C014","I008"
"A007255","E02494","VIDEO WATCH","77","6","2025-01-06 00:00:00","S129","C014","I008"
"A000668","E02495","QUIZ","62","135","2025-03-25 00:00:00","S319","C023","I005"
"A003411","E02495","EXAM","96","222","2025-03-25 00:00:00","S319","C023","I005"
"A005950","E02495","DISCUSSION","60","186","2025-03-25 00:00:00","S319","C023","I005"
"A002356","E02496","ASSIGNMENT","70","117","2025-02-24 00:00:00","S265","C032","I025"
"A007023","E02496","ASSIGNMENT","71","85","2025-02-24 00:00:00","S265","C032","I025"
"A001874","E02497","QUIZ","95","136","2025-06-22 00:00:00","S325","C009","I001"
"A002453","E02497","VIDEO WATCH","49","56","2025-06-22 00:00:00","S325","C009","I001"
"A005446","E02497","DISCUSSION","99","59","2025-06-22 00:00:00","S325","C009","I001"
"A005947","E02498","QUIZ","40","91","2025-05-08 00:00:00","S496","C009","I013"
"A006140","E02498","QUIZ","73","32","2025-05-08 00:00:00","S496","C009","I013"
"A008364","E02498","QUIZ","70","69","2025-05-08 00:00:00","S496","C009","I013"
"A004292","E02499","EXAM","70","94","2025-03-30 00:00:00","S180","C059","I007"
"A001763","E02501","EXAM","72","35","2025-03-04 00:00:00","S133","C055","I032"
"A003836","E02501","DISCUSSION","49","21","2025-03-04 00:00:00","S133","C055","I032"
"A004451","E02501","DISCUSSION","84","201","2025-03-04 00:00:00","S133","C055","I032"
"A006606","E02501","DISCUSSION","85","217","2025-03-04 00:00:00","S133","C055","I032"
"A006762","E02501","QUIZ","41","60","2025-03-04 00:00:00","S133","C055","I032"
"A001551","E02502","EXAM","78","154","2025-03-06 00:00:00","S355","C009","I040"
"A002706","E02502","EXAM","42","145","2025-03-06 00:00:00","S355","C009","I040"
"A008664","E02502","QUIZ","53","133","2025-03-06 00:00:00","S355","C009","I040"
"A001921","E02503","QUIZ","59","87","2025-01-09 00:00:00","S326","C017","I011"
"A002057","E02503","ASSIGNMENT","98","36","2025-01-09 00:00:00","S326","C017","I011"
"A002927","E02503","DISCUSSION","71","5","2025-01-09 00:00:00","S326","C017","I011"
"A003409","E02503","ASSIGNMENT","92","147","2025-01-09 00:00:00","S326","C017","I011"
"A005404","E02503","DISCUSSION","67","122","2025-01-09 00:00:00","S326","C017","I011"
"A008724","E02503","DISCUSSION","83","189","2025-01-09 00:00:00","S326","C017","I011"
"A000943","E02504","ASSIGNMENT","70","15","2025-03-17 00:00:00","S175","C019","I039"
"A002006","E02504","DISCUSSION","64","86","2025-03-17 00:00:00","S175","C019","I039"
"A002798","E02504","DISCUSSION","56","209","2025-03-17 00:00:00","S175","C019","I039"
"A004566","E02504","ASSIGNMENT","65","167","2025-03-17 00:00:00","S175","C019","I039"
"A005919","E02504","VIDEO WATCH","47","16","2025-03-17 00:00:00","S175","C019","I039"
"A007898","E02504","VIDEO WATCH","88","10","2025-03-17 00:00:00","S175","C019","I039"
"A006636","E02505","QUIZ","64","146","2025-03-20 00:00:00","S292","C043","I020"
"A000342","E02506","DISCUSSION","98","42","2025-05-03 00:00:00","S090","C003","I022"
"A000973","E02506","QUIZ","96","112","2025-05-03 00:00:00","S090","C003","I022"
"A003434","E02506","ASSIGNMENT","77","239","2025-05-03 00:00:00","S090","C003","I022"
"A006827","E02506","QUIZ","93","227","2025-05-03 00:00:00","S090","C003","I022"
"A002164","E02507","QUIZ","47","222","2025-06-09 00:00:00","S369","C049","I024"
"A000198","E02508","QUIZ","79","185","2025-03-04 00:00:00","S435","C034","I016"
"A005091","E02508","VIDEO WATCH","79","217","2025-03-04 00:00:00","S435","C034","I016"
"A005824","E02508","QUIZ","40","239","2025-03-04 00:00:00","S435","C034","I016"
"A007697","E02508","ASSIGNMENT","79","19","2025-03-04 00:00:00","S435","C034","I016"
"A006194","E02509","VIDEO WATCH","60","63","2025-06-19 00:00:00","S118","C050","I020"
"A007216","E02510","QUIZ","54","20","2025-03-18 00:00:00","S465","C029","I027"
"A000642","E02511","QUIZ","60","218","2025-05-06 00:00:00","S176","C012","I003"
"A002973","E02511","EXAM","68","9","2025-05-06 00:00:00","S176","C012","I003"
"A001707","E02512","ASSIGNMENT","75","94","2025-06-20 00:00:00","S116","C051","I019"
"A002041","E02512","EXAM","54","125","2025-06-20 00:00:00","S116","C051","I019"
"A005290","E02512","ASSIGNMENT","51","24","2025-06-20 00:00:00","S116","C051","I019"
"A005970","E02512","QUIZ","97","8","2025-06-20 00:00:00","S116","C051","I019"
"A007674","E02512","VIDEO WATCH","95","233","2025-06-20 00:00:00","S116","C051","I019"
"A005237","E02513","ASSIGNMENT","72","140","2025-03-15 00:00:00","S086","C037","I010"
"A003275","E02514","VIDEO WATCH","70","37","2025-06-14 00:00:00","S084","C026","I034"
"A003678","E02514","DISCUSSION","78","155","2025-06-14 00:00:00","S084","C026","I034"
"A008709","E02514","DISCUSSION","77","5","2025-06-14 00:00:00","S084","C026","I034"
"A004713","E02515","VIDEO WATCH","86","103","2025-02-25 00:00:00","S430","C004","I038"
"A005309","E02515","QUIZ","72","106","2025-02-25 00:00:00","S430","C004","I038"
"A007187","E02515","QUIZ","49","72","2025-02-25 00:00:00","S430","C004","I038"
"A007366","E02515","EXAM","75","84","2025-02-25 00:00:00","S430","C004","I038"
"A008541","E02515","EXAM","86","139","2025-02-25 00:00:00","S430","C004","I038"
"A003776","E02516","DISCUSSION","76","131","2025-03-16 00:00:00","S361","C027","I007"
"A005090","E02516","DISCUSSION","45","226","2025-03-16 00:00:00","S361","C027","I007"
"A005696","E02516","EXAM","59","115","2025-03-16 00:00:00","S361","C027","I007"
"A007043","E02516","EXAM","41","84","2025-03-16 00:00:00","S361","C027","I007"
"A008027","E02517","QUIZ","94","108","2025-01-28 00:00:00","S236","C036","I020"
"A000699","E02518","EXAM","62","34","2025-01-12 00:00:00","S163","C004","I022"
"A001042","E02518","DISCUSSION","47","211","2025-01-12 00:00:00","S163","C004","I022"
"A003786","E02518","QUIZ","56","223","2025-01-12 00:00:00","S163","C004","I022"
"A006419","E02518","QUIZ","51","169","2025-01-12 00:00:00","S163","C004","I022"
"A006453","E02518","QUIZ","46","198","2025-01-12 00:00:00","S163","C004","I022"
"A007199","E02518","QUIZ","78","87","2025-01-12 00:00:00","S163","C004","I022"
"A007375","E02518","ASSIGNMENT","78","91","2025-01-12 00:00:00","S163","C004","I022"
"A002263","E02519","EXAM","47","75","2025-01-18 00:00:00","S152","C051","I009"
"A003675","E02519","QUIZ","45","38","2025-01-18 00:00:00","S152","C051","I009"
"A007203","E02519","EXAM","81","8","2025-01-18 00:00:00","S152","C051","I009"
"A007577","E02519","QUIZ","95","7","2025-01-18 00:00:00","S152","C051","I009"
"A000439","E02520","EXAM","49","49","2025-05-08 00:00:00","S152","C014","I025"
"A003659","E02520","EXAM","100","213","2025-05-08 00:00:00","S152","C014","I025"
"A003351","E02521","DISCUSSION","96","72","2025-01-27 00:00:00","S009","C043","I035"
"A004769","E02521","EXAM","91","57","2025-01-27 00:00:00","S009","C043","I035"
"A008399","E02521","QUIZ","76","214","2025-01-27 00:00:00","S009","C043","I035"
"A000352","E02522","ASSIGNMENT","75","79","2025-04-29 00:00:00","S034","C059","I013"
"A001365","E02522","DISCUSSION","57","59","2025-04-29 00:00:00","S034","C059","I013"
"A001639","E02522","EXAM","41","59","2025-04-29 00:00:00","S034","C059","I013"
"A001934","E02522","VIDEO WATCH","84","135","2025-04-29 00:00:00","S034","C059","I013"
"A006933","E02522","QUIZ","81","88","2025-04-29 00:00:00","S034","C059","I013"
"A005490","E02523","ASSIGNMENT","64","206","2025-03-26 00:00:00","S201","C003","I014"
"A000398","E02524","VIDEO WATCH","52","28","2025-04-11 00:00:00","S140","C044","I036"
"A003988","E02524","DISCUSSION","79","44","2025-04-11 00:00:00","S140","C044","I036"
"A005194","E02524","QUIZ","70","127","2025-04-11 00:00:00","S140","C044","I036"
"A005667","E02524","QUIZ","60","109","2025-04-11 00:00:00","S140","C044","I036"
"A006235","E02524","DISCUSSION","77","135","2025-04-11 00:00:00","S140","C044","I036"
"A006521","E02524","QUIZ","81","229","2025-04-11 00:00:00","S140","C044","I036"
"A006617","E02524","ASSIGNMENT","77","126","2025-04-11 00:00:00","S140","C044","I036"
"A008569","E02524","DISCUSSION","65","36","2025-04-11 00:00:00","S140","C044","I036"
"A008750","E02524","QUIZ","95","59","2025-04-11 00:00:00","S140","C044","I036"
"A004858","E02525","EXAM","93","33","2025-04-12 00:00:00","S274","C017","I015"
"A005467","E02525","QUIZ","85","66","2025-04-12 00:00:00","S274","C017","I015"
"A008649","E02525","DISCUSSION","49","74","2025-04-12 00:00:00","S274","C017","I015"
"A005735","E02526","DISCUSSION","94","64","2025-05-03 00:00:00","S187","C027","I040"
"A006021","E02526","VIDEO WATCH","79","37","2025-05-03 00:00:00","S187","C027","I040"
"A001990","E02527","DISCUSSION","86","131","2025-06-20 00:00:00","S456","C037","I024"
"A004264","E02527","VIDEO WATCH","64","40","2025-06-20 00:00:00","S456","C037","I024"
"A004139","E02528","VIDEO WATCH","83","153","2025-04-12 00:00:00","S004","C045","I020"
"A004139","E02528","VIDEO WATCH","83","153","2025-04-12 00:00:00","S409","C037","I034"
"A005859","E02528","QUIZ","91","41","2025-04-12 00:00:00","S004","C045","I020"
"A005859","E02528","QUIZ","91","41","2025-04-12 00:00:00","S409","C037","I034"
"A007190","E02528","ASSIGNMENT","78","226","2025-04-12 00:00:00","S004","C045","I020"
"A007190","E02528","ASSIGNMENT","78","226","2025-04-12 00:00:00","S409","C037","I034"
"A008096","E02528","EXAM","90","207","2025-04-12 00:00:00","S004","C045","I020"
"A008096","E02528","EXAM","90","207","2025-04-12 00:00:00","S409","C037","I034"
"A008336","E02528","DISCUSSION","70","31","2025-04-12 00:00:00","S004","C045","I020"
"A008336","E02528","DISCUSSION","70","31","2025-04-12 00:00:00","S409","C037","I034"
"A005980","E02529","EXAM","60","136","2025-06-07 00:00:00","S122","C023","I032"
"A006459","E02529","QUIZ","66","115","2025-06-07 00:00:00","S122","C023","I032"
"A006876","E02529","ASSIGNMENT","47","77","2025-06-07 00:00:00","S122","C023","I032"
"A008688","E02529","EXAM","95","112","2025-06-07 00:00:00","S122","C023","I032"
"A001906","E02530","ASSIGNMENT","72","238","2025-04-17 00:00:00","S017","C044","I028"
"A003998","E02530","VIDEO WATCH","43","190","2025-04-17 00:00:00","S017","C044","I028"
"A008262","E02530","QUIZ","70","30","2025-04-17 00:00:00","S017","C044","I028"
"A000996","E02531","VIDEO WATCH","84","16","2025-04-27 00:00:00","S466","C024","I033"
"A003254","E02531","VIDEO WATCH","41","231","2025-04-27 00:00:00","S466","C024","I033"
"A004267","E02531","QUIZ","80","109","2025-04-27 00:00:00","S466","C024","I033"
"A005691","E02531","QUIZ","46","161","2025-04-27 00:00:00","S466","C024","I033"
"A004759","E02532","ASSIGNMENT","74","206","2025-05-23 00:00:00","S097","C019","I025"
"A001847","E02533","QUIZ","98","179","2025-05-22 00:00:00","S102","C054","I039"
"A002469","E02533","EXAM","63","165","2025-05-22 00:00:00","S102","C054","I039"
"A003756","E02534","EXAM","50","85","2025-02-01 00:00:00","S375","C055","I027"
"A006272","E02535","DISCUSSION","48","77","2025-01-20 00:00:00","S218","C029","I022"
"A008722","E02535","ASSIGNMENT","78","165","2025-01-20 00:00:00","S218","C029","I022"
"A001758","E02536","VIDEO WATCH","72","146","2025-05-26 00:00:00","S157","C034","I030"
"A003442","E02536","QUIZ","76","154","2025-05-26 00:00:00","S157","C034","I030"
"A007111","E02536","QUIZ","90","168","2025-05-26 00:00:00","S157","C034","I030"
"A006527","E02537","VIDEO WATCH","40","124","2025-04-21 00:00:00","S163","C015","I027"
"A007669","E02537","QUIZ","91","72","2025-04-21 00:00:00","S163","C015","I027"
"A007766","E02537","VIDEO WATCH","56","126","2025-04-21 00:00:00","S163","C015","I027"
"A000652","E02538","QUIZ","51","40","2025-06-25 00:00:00","S365","C010","I016"
"A001311","E02538","EXAM","46","191","2025-06-25 00:00:00","S365","C010","I016"
"A002292","E02538","EXAM","100","157","2025-06-25 00:00:00","S365","C010","I016"
"A008301","E02538","ASSIGNMENT","95","64","2025-06-25 00:00:00","S365","C010","I016"
"A005614","E02539","ASSIGNMENT","67","123","2025-04-23 00:00:00","S064","C034","I006"
"A000905","E02540","QUIZ","94","131","2025-04-17 00:00:00","S409","C034","I030"
"A004188","E02540","VIDEO WATCH","88","101","2025-04-17 00:00:00","S409","C034","I030"
"A004883","E02540","VIDEO WATCH","79","112","2025-04-17 00:00:00","S409","C034","I030"
"A008509","E02540","QUIZ","58","140","2025-04-17 00:00:00","S409","C034","I030"
"A000161","E02541","QUIZ","75","141","2025-05-21 00:00:00","S319","C031","I037"
"A003837","E02541","QUIZ","45","60","2025-05-21 00:00:00","S319","C031","I037"
"A008366","E02541","ASSIGNMENT","98","24","2025-05-21 00:00:00","S319","C031","I037"
"A000804","E02542","QUIZ","52","52","2025-03-10 00:00:00","S097","C046","I027"
"A000804","E02542","QUIZ","52","52","2025-03-10 00:00:00","S089","C060","I018"
"A001860","E02542","VIDEO WATCH","87","232","2025-03-10 00:00:00","S097","C046","I027"
"A001860","E02542","VIDEO WATCH","87","232","2025-03-10 00:00:00","S089","C060","I018"
"A002707","E02542","ASSIGNMENT","40","5","2025-03-10 00:00:00","S097","C046","I027"
"A002707","E02542","ASSIGNMENT","40","5","2025-03-10 00:00:00","S089","C060","I018"
"A005697","E02542","VIDEO WATCH","65","204","2025-03-10 00:00:00","S097","C046","I027"
"A005697","E02542","VIDEO WATCH","65","204","2025-03-10 00:00:00","S089","C060","I018"
"A006444","E02542","DISCUSSION","59","190","2025-03-10 00:00:00","S097","C046","I027"
"A006444","E02542","DISCUSSION","59","190","2025-03-10 00:00:00","S089","C060","I018"
"A007086","E02542","EXAM","85","159","2025-03-10 00:00:00","S097","C046","I027"
"A007086","E02542","EXAM","85","159","2025-03-10 00:00:00","S089","C060","I018"
"A007177","E02542","QUIZ","70","137","2025-03-10 00:00:00","S097","C046","I027"
"A007177","E02542","QUIZ","70","137","2025-03-10 00:00:00","S089","C060","I018"
"A008800","E02542","ASSIGNMENT","86","82","2025-03-10 00:00:00","S097","C046","I027"
"A008800","E02542","ASSIGNMENT","86","82","2025-03-10 00:00:00","S089","C060","I018"
"A000177","E02543","QUIZ","99","169","2025-04-10 00:00:00","S096","C001","I032"
"A001559","E02543","QUIZ","40","65","2025-04-10 00:00:00","S096","C001","I032"
"A001610","E02543","QUIZ","83","25","2025-04-10 00:00:00","S096","C001","I032"
"A000384","E02544","ASSIGNMENT","67","123","2025-02-20 00:00:00","S347","C024","I001"
"A001330","E02544","DISCUSSION","49","238","2025-02-20 00:00:00","S347","C024","I001"
"A001926","E02544","DISCUSSION","41","126","2025-02-20 00:00:00","S347","C024","I001"
"A005471","E02544","VIDEO WATCH","93","177","2025-02-20 00:00:00","S347","C024","I001"
"A006536","E02544","DISCUSSION","70","38","2025-02-20 00:00:00","S347","C024","I001"
"A001276","E02546","DISCUSSION","91","21","2025-02-17 00:00:00","S157","C058","I027"
"A001398","E02546","QUIZ","70","225","2025-02-17 00:00:00","S157","C058","I027"
"A001987","E02546","EXAM","73","89","2025-02-17 00:00:00","S157","C058","I027"
"A005972","E02546","ASSIGNMENT","61","194","2025-02-17 00:00:00","S157","C058","I027"
"A008172","E02546","QUIZ","54","122","2025-02-17 00:00:00","S157","C058","I027"
"A001605","E02547","QUIZ","80","166","2025-03-08 00:00:00","S267","C016","I001"
"A007698","E02547","ASSIGNMENT","86","27","2025-03-08 00:00:00","S267","C016","I001"
"A008609","E02547","QUIZ","70","140","2025-03-08 00:00:00","S267","C016","I001"
"A004464","E02548","VIDEO WATCH","49","84","2025-03-07 00:00:00","S006","C021","I017"
"A004795","E02548","VIDEO WATCH","95","41","2025-03-07 00:00:00","S006","C021","I017"
"A006904","E02548","ASSIGNMENT","87","37","2025-03-07 00:00:00","S006","C021","I017"
"A000279","E02549","QUIZ","70","100","2025-03-15 00:00:00","S004","C028","I025"
"A003996","E02549","ASSIGNMENT","92","189","2025-03-15 00:00:00","S004","C028","I025"
"A007332","E02549","VIDEO WATCH","99","114","2025-03-15 00:00:00","S004","C028","I025"
"A000594","E02550","ASSIGNMENT","78","26","2025-02-24 00:00:00","S253","C017","I029"
"A005651","E02550","QUIZ","86","64","2025-02-24 00:00:00","S253","C017","I029"
"A001368","E02551","DISCUSSION","64","161","2025-06-20 00:00:00","S174","C031","I011"
"A001654","E02551","QUIZ","91","47","2025-06-20 00:00:00","S174","C031","I011"
"A003938","E02551","QUIZ","97","185","2025-06-20 00:00:00","S174","C031","I011"
"A005998","E02551","VIDEO WATCH","50","147","2025-06-20 00:00:00","S174","C031","I011"
"A001046","E02552","VIDEO WATCH","85","211","2025-02-15 00:00:00","S183","C031","I026"
"A004562","E02552","ASSIGNMENT","50","55","2025-02-15 00:00:00","S183","C031","I026"
"A004783","E02552","EXAM","73","14","2025-02-15 00:00:00","S183","C031","I026"
"A001305","E02553","ASSIGNMENT","53","169","2025-05-11 00:00:00","S463","C016","I010"
"A002808","E02553","QUIZ","65","27","2025-05-11 00:00:00","S463","C016","I010"
"A003852","E02553","QUIZ","94","36","2025-05-11 00:00:00","S463","C016","I010"
"A007117","E02553","VIDEO WATCH","57","49","2025-05-11 00:00:00","S463","C016","I010"
"A000447","E02554","DISCUSSION","96","207","2025-02-24 00:00:00","S090","C025","I040"
"A003182","E02554","DISCUSSION","53","25","2025-02-24 00:00:00","S090","C025","I040"
"A007678","E02554","DISCUSSION","80","174","2025-02-24 00:00:00","S090","C025","I040"
"A008465","E02554","QUIZ","70","239","2025-02-24 00:00:00","S090","C025","I040"
"A002344","E02555","QUIZ","65","191","2025-03-01 00:00:00","S026","C026","I037"
"A007531","E02555","EXAM","72","216","2025-03-01 00:00:00","S026","C026","I037"
"A000237","E02556","VIDEO WATCH","70","126","2025-03-05 00:00:00","S449","C034","I013"
"A002001","E02556","QUIZ","64","52","2025-03-05 00:00:00","S449","C034","I013"
"A005734","E02556","EXAM","80","210","2025-03-05 00:00:00","S449","C034","I013"
"A006133","E02556","EXAM","57","129","2025-03-05 00:00:00","S449","C034","I013"
"A000934","E02557","DISCUSSION","60","45","2025-02-18 00:00:00","S449","C042","I034"
"A001007","E02557","ASSIGNMENT","97","138","2025-02-18 00:00:00","S449","C042","I034"
"A005867","E02557","QUIZ","72","118","2025-02-18 00:00:00","S449","C042","I034"
"A007308","E02557","EXAM","90","98","2025-02-18 00:00:00","S449","C042","I034"
"A000091","E02558","QUIZ","56","51","2025-03-07 00:00:00","S439","C038","I034"
"A001243","E02558","QUIZ","64","194","2025-03-07 00:00:00","S439","C038","I034"
"A007008","E02558","EXAM","82","37","2025-03-07 00:00:00","S439","C038","I034"
"A008377","E02558","QUIZ","76","13","2025-03-07 00:00:00","S439","C038","I034"
"A008914","E02558","DISCUSSION","82","172","2025-03-07 00:00:00","S439","C038","I034"
"A003514","E02559","QUIZ","84","197","2025-05-20 00:00:00","S066","C018","I006"
"A005093","E02559","VIDEO WATCH","53","159","2025-05-20 00:00:00","S066","C018","I006"
"A006446","E02559","VIDEO WATCH","45","215","2025-05-20 00:00:00","S066","C018","I006"
"A001328","E02560","QUIZ","96","159","2025-01-16 00:00:00","S427","C042","I029"
"A002728","E02560","VIDEO WATCH","93","84","2025-01-16 00:00:00","S427","C042","I029"
"A003173","E02561","EXAM","70","21","2025-02-02 00:00:00","S185","C043","I005"
"A003236","E02561","EXAM","43","139","2025-02-02 00:00:00","S185","C043","I005"
"A004245","E02561","QUIZ","72","30","2025-02-02 00:00:00","S185","C043","I005"
"A007052","E02561","DISCUSSION","76","147","2025-02-02 00:00:00","S185","C043","I005"
